	0	3    NGI					003C0069
	0	3    NYI					005B0069
	0	3    NGO					003C006F
	0	3    NYO					005B006F
	0	3    NGU					003E
	0	3    NYU					005D
	0	3    ANG([^AEIOU]|$)			0061005E
	0	3    ENG([^AEIOU]|$)			00610065005E
	0	3    ING([^AEIOU]|$)			0049005E
	0	3    ING([^AEIOU]|$)			00610069005E
	0	3    ONG([^AEIOU]|$)			0061006F005E
	0	3    UNG([^AEIOU]|$)			0055005E
	0	2    HA						ᯂ
	0	2    KA						ᯂ
	0	2    BA						ᯅ
	0	2    PA						ᯇ
	0	2    NA						ᯉ
	0	2    WA						ᯋ
	0	2    GA						0067
	0	2    JA						ᯐ
	0	2    DA						ᯑ
	0	2    RA						ᯒ
	0	2    MA						ᯔ
	0	2    TA						ᯖ
	0	2    SA						ᯗ
	0	2    CA						0063
	0	2    YA						0079
	0	2    LA						ᯞ
	0	2    HE						ᯂᯩ
	0	2    KE						006B0065
	0	2    BE						ᯅᯩ
	0	2    PE						ᯇᯩ
	0	2    NE						ᯉᯩ
	0	2    WE						ᯋᯩ
	0	2    GE						ᯎᯩ
	0	2    JE						ᯐᯩ
	0	2    DE		ᯑᯩ
	0	2    RE		ᯒᯩ
	0	2    ME		ᯔᯩ
	0	2    TE		ᯖᯩ
	0	2    SE		ᯘᯩ
	0	2    CE     00630065
	0	2    YE		00790065
	0	2    LE		ᯞᯩ
	0	2    HI		ᯂᯪ
	0	2    KI		006B0069
	0	2    BI		ᯅᯪ
	0	2    PI		ᯇᯪ
	0	2    NI		ᯉᯪ
	0	2    WI		ᯋᯪ
	0	2    GI		ᯎᯪ
	0	2    JI		ᯐᯪ
	0	2    DI		ᯑᯪ
	0	2    RI		ᯒᯪ
	0	2    MI		ᯔᯪ
	0	2    TI		ᯖᯪ
	0	2    SI		ᯘᯪ
	0	2    CI         00630069
	0	2    YI		00790069
	0	2    LI		ᯞᯪ
	0	2    HO		ᯂᯬ
	0	2    KO		006B006F
	0	2    BO		ᯅᯬ
	0	2    PO		ᯇᯬ
	0	2    NO		ᯉᯬ
	0	2    WO		ᯋᯬ
	0	2    GO		ᯎᯬ
	0	2    JO		ᯐᯬ
	0	2    DO		ᯑᯬ
	0	2    RO		ᯒᯬ
	0	2    MO		ᯔᯬ
	0	2    TO		ᯖᯬ
	0	2    SO		ᯘᯬ
	0	2    CO		0063006F
	0	2    YO		0079006F
	0	2    LO		ᯞᯬ
	0	2    HU		ᯂᯮ
	0	2    KU		004B
	0	2    BU		ᯅᯮ
	0	2    PU		ᯇᯮ
	0	2    NU		ᯉᯮ
	0	2    WU		ᯋᯮ
	0	2    GU		ᯎᯮ
	0	2    JU		ᯐᯮ
	0	2    DU		ᯑᯮ
	0	2    RU		ᯒᯮ
	0	2    MU		ᯔᯮ
	0	2    TU		ᯖᯮ
	0	2    SU		ᯘᯮ
	0	2    CU         0043
	0	2    YU		0059
	0	2    LU		ᯞᯮ
	0	2    NG		003C005C
	0	2    NY		005B
	0	1    A		ᯀ
	0	1    B		ᯅ᯲
	0	1    D		ᯑ᯲
	0	1    E		ᯀᯩ
	0	1    G		ᯎ᯲
	-1	1    [AEIOU]H([^AEIOU]|$) 0078
	0	1    H		ᯂ᯲
	0	1    I		ᯀᯪ
	0	1    J		ᯐ᯲
	0	1    K		006B005C
	0	1    L		ᯞ᯲
	0	1    M		ᯔ᯲
	0	1    N		ᯉ᯲
	0	1    O		ᯀᯬ
	0	1    P		ᯇ᯲
	0	1    R		ᯒ᯲
	0	1    S		ᯘ᯲
	0	1    C		0063005C
	0	1    T		ᯖ᯲
	0	1    U		0041
	0	1    W		ᯋ᯲
	0	1    Y		ᯛ᯲
